# log_X log_likelihood tiebreaker accepts tries exceeds visits
-5.555496812085582405e+02 -2.423743536836951534e+03 9.562587793747813203e-01 5050 43668 22067 57375
-5.565207835491569313e+02 -2.423409326502047406e+03 6.674303840014770284e-01 5455 46141 29297 62403
-5.573524789183318262e+02 -2.423125042446695261e+03 5.743573328405338074e-02 5777 51217 29903 9199
-5.582927177422888008e+02 -2.422809802061658047e+03 7.431175706292683092e-01 6489 56166 28420 14803
-5.593206626721340626e+02 -2.422450579737791486e+03 7.496175852385468241e-01 6221 53912 23761 11049
-5.604381640527278705e+02 -2.422072791144535586e+03 8.431373853580738098e-01 5620 48800 21757 1240
-5.615189255710230327e+02 -2.421721805013723497e+03 4.377997078403194076e-01 5425 45937 20708 61946
-5.625812756528857790e+02 -2.421376111302513891e+03 3.387402800510450618e-01 4749 42187 19783 57110
-5.636195762626090300e+02 -2.421055152301677026e+03 3.660148940914697002e-01 4516 38869 22828 52903
-5.645167929328691798e+02 -2.420768314980802188e+03 1.981457145953626764e-01 4648 40077 21212 57190
-5.655115126345415320e+02 -2.420441443925680232e+03 9.775936164972962583e-01 4547 39795 14901 55276
-5.666978175680801542e+02 -2.420081745380516622e+03 3.581717868297042973e-01 3949 34713 21331 43794
-5.675254184264846344e+02 -2.419857924880570863e+03 8.935105840320618498e-01 4772 40867 33370 56481
-5.681971939972218024e+02 -2.419683184404070744e+03 7.055126275058781760e-01 6216 53053 33899 15114
-5.690997012822505212e+02 -2.419392357653292038e+03 2.992444895674113980e-01 6596 57138 35633 19749
-5.700052870376284773e+02 -2.419077668231704592e+03 2.129311713778340165e-01 7059 62404 26052 26754
-5.711955943158372975e+02 -2.418660870943375812e+03 7.669405340145969419e-01 6773 59030 25686 13767
-5.722849437902455065e+02 -2.418298978602674651e+03 3.627494794738228556e-01 6770 60476 23788 14837
-5.734360907904100486e+02 -2.417937946894103334e+03 6.020441677958308091e-01 6184 54818 21812 7330
-5.745752582218389080e+02 -2.417602565457714718e+03 5.797765893263997494e-01 5968 52776 20893 3327
-5.757032243419849920e+02 -2.417270789035644157e+03 9.539043369228210612e-01 5320 47937 25306 63067
-5.766445520100785416e+02 -2.417039551613683216e+03 6.157857692559254303e-01 5378 49358 20564 3311
-5.777825253525078324e+02 -2.416771743872262959e+03 8.079722454633121442e-01 5160 46562 18813 61362
-5.788989954164567280e+02 -2.416512745809083754e+03 2.801604492143022762e-01 4888 45151 18183 58231
-5.800021224490981240e+02 -2.416263252447897685e+03 3.725660855785144498e-01 4508 42290 23006 54651
-5.809146565051867128e+02 -2.416090374554384653e+03 9.239146130659250389e-01 4817 44544 23607 61748
-5.818890424237954448e+02 -2.415875611495697285e+03 9.734664619741906222e-01 4854 43816 18699 61630
-5.830121419098854858e+02 -2.415618414923006185e+03 1.201235840077208433e-01 4494 40568 17463 53478
-5.840853653614877885e+02 -2.415373951438547920e+03 2.363558050298744662e-01 4089 36908 20094 48679
-5.850139767445118650e+02 -2.415164569075327563e+03 2.109282691640586016e-01 4388 38272 27473 52622
-5.857814160466411977e+02 -2.414985019975871182e+03 1.722602120944463078e-01 5254 47410 31784 3548
-5.866227684304765262e+02 -2.414795174113324720e+03 9.215668123340714502e-01 5875 53052 34108 13536
-5.875065411875024211e+02 -2.414572908630949314e+03 9.355450081777623161e-01 6407 57683 25364 20440
-5.886629741257054320e+02 -2.414241199027051152e+03 7.443863307803066931e-01 5528 50162 26171 4179
-5.896490085911159440e+02 -2.414002038530468326e+03 1.831800732204882098e-01 5945 53447 16586 8315
-5.909674651114888775e+02 -2.413671626967770408e+03 7.669324532271497574e-01 4077 37328 14356 48180
-5.920893370865568386e+02 -2.413414532147769023e+03 6.096721216635891949e-02 3336 30856 12703 39492
-5.931616611353523467e+02 -2.413169033753298208e+03 8.722991128942112482e-01 2754 26292 13271 33257
-5.941191533383837395e+02 -2.412975705529180232e+03 3.958535306986131208e-01 2597 25048 10613 32553
-5.951786010860109855e+02 -2.412742183002598722e+03 1.234265333688178146e-02 2551 22530 15168 27406
-5.959681706707665398e+02 -2.412597087796690175e+03 7.268796612790127953e-02 2932 27151 14686 36579
-5.969203356066722108e+02 -2.412424672381633172e+03 9.139586652067324124e-01 3082 28163 16021 37008
-5.978292919543517883e+02 -2.412238884562917519e+03 8.187975948410692872e-01 3421 30994 21798 41286
-5.986090042101544668e+02 -2.412087954942765464e+03 8.114444819657916641e-01 4103 36351 27593 52362
-5.993702885889260870e+02 -2.411889345584875173e+03 7.729602733888323307e-01 5003 44743 32374 993
-6.001724450841978751e+02 -2.411687556525203490e+03 9.690881254012109203e-01 6106 54444 29091 15551
-6.011904347058202802e+02 -2.411443298103944016e+03 3.039331906279727491e-01 6517 59100 30910 16917
-6.021767735363322345e+02 -2.411196548648114913e+03 7.330344319416530752e-01 7027 65253 33307 24839
-6.031754398616113804e+02 -2.410939275536461537e+03 4.435044481196914745e-03 7322 1634 28301 29151
-6.043269409602979749e+02 -2.410672227457840108e+03 1.531255539128474896e-01 6854 61858 28991 18889
-6.053765751567169673e+02 -2.410427315458849534e+03 9.420651361606005025e-01 6818 63507 26177 21192
-6.065176456613747860e+02 -2.410189676526309540e+03 9.100918820486683103e-01 6088 56955 18574 11861
-6.078010913842346099e+02 -2.409922937367947270e+03 1.973028536214870843e-01 5155 48318 20009 61213
-6.088774271112087035e+02 -2.409718133391897936e+03 6.376711673056538743e-01 4630 43399 23950 57643
-6.097971662373312256e+02 -2.409550329574280568e+03 1.566578725283440665e-01 4932 46628 20819 64794
-6.108860737469032074e+02 -2.409353318308943017e+03 5.658340225339223428e-01 4839 44494 17958 59575
-6.120116226594858517e+02 -2.409146788172500692e+03 3.991191943170817602e-01 4258 40682 15370 52846
-6.131520443537235678e+02 -2.408972083677506816e+03 5.896482397866852354e-01 3272 31976 18216 41589
-6.140492358944527496e+02 -2.408847966406116029e+03 1.952156982787602302e-01 3514 33254 13599 45727
-6.151694471961554882e+02 -2.408669920670321517e+03 2.544149665638592572e-01 3114 29756 17516 37627
-6.160347324227321906e+02 -2.408556177940300131e+03 5.096749443489163589e-01 3733 36195 20470 47992
-6.169429702889232203e+02 -2.408398924722588163e+03 3.880181061490257655e-01 4226 39987 30856 54737
-6.176522361265132304e+02 -2.408292626048343209e+03 1.519450348758634439e-01 5728 53680 39440 13270
-6.184233422309430352e+02 -2.408144288815778054e+03 5.840549471559342010e-02 7193 367 55811 34061
-6.190889110492638565e+02 -2.408019018106312615e+03 3.459590572905106853e-01 9358 18640 6115 3213
-6.197780809809108860e+02 -2.407868697489358965e+03 5.186598117958178822e-01 12128 43504 25651 43846
-6.204755943785928594e+02 -2.407696373449194198e+03 3.892039196876579954e-01 15898 10769 10006 30654
-6.215640559109483547e+02 -2.407398857481111008e+03 8.253656221516800784e-01 17796 26562 12355 30812
-6.226265384410868364e+02 -2.407092187769539578e+03 8.090121958752667375e-01 19928 46719 44418 53332
-6.242406276294303780e+02 -2.406576200595513455e+03 1.056422603679634115e-01 16892 16645 25472 55303
-6.260113549437805887e+02 -2.405994421139500446e+03 8.266399252126805930e-01 11522 36738 26094 56351
-6.274147359042514154e+02 -2.405536518236390748e+03 9.291472815851216094e-01 9284 16569 36737 36935
-6.284343879763140421e+02 -2.405207444533862144e+03 7.676124039585997538e-01 9616 17698 48026 48622
-6.293278401921877503e+02 -2.404918584450080289e+03 9.548950385470796887e-01 10297 25503 2601 2227
-6.300541582205062241e+02 -2.404699618467732307e+03 7.832392382913915263e-01 11977 40212 52564 37036
-6.311891668907284156e+02 -2.404351752914902136e+03 6.804020822371994459e-01 11772 37978 55162 19246
-6.321912143727623743e+02 -2.404021081711298393e+03 7.931371827626704230e-01 12823 46720 34742 30555
-6.336184315600377204e+02 -2.403511482354157579e+03 2.585588695897722555e-01 10848 29745 43733 58743
-6.346536855519563005e+02 -2.403153249566379600e+03 6.341577269900922076e-01 11714 36264 45344 8754
-6.357553164191427868e+02 -2.402764953694261749e+03 7.469183798438130406e-01 12104 41002 54495 15016
-6.367438759040151126e+02 -2.402409873558724030e+03 9.925982830659298983e-01 12958 48003 56906 31190
-6.377837317987409733e+02 -2.402057903303812964e+03 7.177147449009420033e-01 13394 51895 33267 37528
-6.392787188910566556e+02 -2.401520666888506184e+03 8.623715724368963276e-01 11206 34281 31661 61715
-6.405788080416654111e+02 -2.401088137947675023e+03 5.978933374135352308e-01 10619 27081 38180 53011
-6.416822916940180903e+02 -2.400693666165122067e+03 9.758342464811972095e-01 10293 25018 60869 57337
-6.424388381253909301e+02 -2.400422633475761359e+03 2.011856287680016120e-01 11901 36961 42770 26604
-6.436857397806002155e+02 -2.399919857367343866e+03 1.667462525986522781e-01 10392 23100 48358 60139
-6.446496795726540086e+02 -2.399548135579107111e+03 4.526177909765223273e-01 10705 26307 30353 3332
-6.460244857526187161e+02 -2.398988289351801996e+03 8.376971250487516008e-01 9104 11478 38107 36056
-6.470096314894095713e+02 -2.398616060330291020e+03 7.188435440900348139e-01 9376 16004 19036 48313
-6.485663531422292181e+02 -2.397975843177741808e+03 4.936193198386337189e-01 6734 59337 11224 7064
-6.500836153041440184e+02 -2.397275286101290931e+03 9.645708212889041455e-01 4530 39722 14278 45240
-6.511709560914655412e+02 -2.396805341727366795e+03 7.270048793662190478e-01 4104 35208 12751 43753
-6.522995011348982644e+02 -2.396346095608979795e+03 2.168717004017717831e-01 3285 28371 15557 35339
-6.532007591586946091e+02 -2.396017602863485536e+03 6.868153204627507336e-01 3482 30494 22854 40298
-6.539357286807546643e+02 -2.395761883471011970e+03 2.600363588302476714e-01 4616 38352 17121 55509
-6.550443616155317841e+02 -2.395236969568269615e+03 1.558271946035461042e-01 4444 36831 13809 48206
-6.561878312945163998e+02 -2.394677297701079624e+03 2.299789739174231684e-01 3682 31150 14834 39248
-6.571727766713768233e+02 -2.394281172305974906e+03 1.104964823855412587e-01 3205 28098 14176 37166
-6.581530794715788488e+02 -2.393879985631837826e+03 4.701686498097175093e-01 3112 26583 14236 35021
-6.590993809107013703e+02 -2.393490043540445640e+03 9.170828191092016413e-01 2957 25524 12321 34046
-6.601078538368880118e+02 -2.393027902456030006e+03 9.653612878407416553e-02 2812 23378 13851 30007
-6.609909322876463875e+02 -2.392631261341158279e+03 6.351277606164300593e-01 2771 22805 15202 30840
-6.618357805352171681e+02 -2.392148997578618946e+03 6.421734146410993382e-01 3028 25266 11940 34713
-6.628703926571084821e+02 -2.391557664415156069e+03 2.848903012933430290e-01 2563 21191 7090 27437
-6.640191724169021654e+02 -2.390951438072042038e+03 7.370825218685368545e-03 1741 14363 4168 15748
-6.651170830082630800e+02 -2.390362251769798604e+03 4.563320026744266955e-01 1105 9271 4393 7667
-6.660138099643390888e+02 -2.389994732494233176e+03 1.713399876269353361e-01 1133 9112 2549 7756
-6.670350377931420098e+02 -2.389547190164767017e+03 8.173383863674565930e-01 653 5426 624 2168
-6.680490986637015567e+02 -2.389097376246560088e+03 5.823405781758879129e-01 135 1101 0 0
